player_name,team,conf,gp,min_per,ortg,usg,efg,ts_per,orb_per,drb_per,ast_per,to_per,ftm,fta,ft_per,two_pm,two_pa,two_p_per,tpm,tpa,tp_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec_rank,ast_tov,rim_made,rim_att,mid_made,mid_att,rim_pct,mid_pct,dunks_made,dunks_att,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,three_p_per_100,season
Isaiah Malone,Florida Gulf Coast,ASun,30,55.7,118.1,20.1,60.6,65.8,7.8,19.5,3.9,18.3,87,109,0.798,94,158,0.595,10,22,0.455,9.8,1.7,60.6,Jr,6-8,32,1.65793,113.715,5.8,2026,135181,"Lagrange, IN",,0.34094546,81.0,127.0,13.0,31.0,0.6378,0.4194,45.0,54.0,0.8333,,108.351,109.05,1.94789,140.126,0.922993,-1.93478,2.85777,0.375685,22.1906,-0.614247,0.989932,1.7188,3.875,5.5938,0.4688,0.6562,1.9062,10.3125,C,1.87979,2026
Alexander Daushvili,VMI,SC,5,7.7,122.7,20.0,41.2,59.86,6.1,22.1,12.0,10.4,20,24,0.833,7,10,0.7,0,7,0.0,1.5,1.4,141.2,Fr,6-8,9,1.60874,119.307,4.2,2026,135182,"Tbilisi, Georgia",,1.6666666,7.0,9.0,0.0,1.0,0.7778,0.0,1.0,1.0,1.0,,120.156,122.981,0.670722,15.1179,-4.4752,-0.747406,-3.72779,-3.10553,17.14,-1.1813,-1.92423,1.0,3.2,4.2,1.0,0.4,0.2,6.8,Wing F,4.80881,2026
Guillermo Del Pino,Maryland,B10,21,16.7,82.1,13.3,42.5,42.96,1.1,7.9,10.7,26.8,2,4,0.5,5,16,0.313,8,24,0.333,1.8,2.4,10.0,Fr,6-5,18,-0.476166,77.8363,3.0,2026,135183,"Cordoba, Spain",38.0,0.91669588,2.0,5.0,3.0,11.0,0.4,0.2727,0.0,0.0,,,115.157,108.595,0.847527,32.3582,-2.27986,-3.48689,1.20703,-2.86066,9.5714,-4.00653,1.14587,0.0952,0.619,0.7143,0.5238,0.381,0.1429,1.7143,Combo G,7.1041,2026
Mouhamed Mbaye,UTEP,CUSA,19,12.4,100.0,7.7,42.9,49.34,8.0,20.9,0.0,18.2,7,13,0.538,3,7,0.429,0,0,0.0,6.4,1.9,185.7,Jr,6-10,25,-0.19688,83.9115,8.9,2026,135185,"Saint-Louis, Senegal",,0.0,3.0,4.0,0.0,3.0,0.75,0.0,0.0,0.0,,,105.284,105.806,0.671117,26.1249,-5.90258,-6.42289,0.520308,-5.47527,6.9182,-7.00669,1.53142,0.6818,1.1364,1.8182,0.0,0.2273,0.4091,0.8182,C,0.0,2026
Keeshawn Mason,Prairie View A&M,SWAC,21,35.3,108.7,14.2,48.1,52.5,7.3,10.3,2.0,10.3,27,40,0.675,27,61,0.443,8,20,0.4,4.2,1.2,49.4,Sr,6-8,25,0.36936,98.3113,6.3,2026,135186,"Shawnee, OK",,0.69230775,20.0,39.0,7.0,22.0,0.5128,0.3182,0.0,0.0,,,112.45,116.345,1.09311,60.7418,-4.54105,-2.86621,-1.67484,-5.28,17.332,-3.62084,-1.65917,1.4,1.76,3.16,0.36,0.4,0.64,5.32,PF/C,2.92106,2026
Josh Hines,Green Bay,Horz,5,1.6,137.5,15.4,70.0,63.93,0.0,13.0,23.0,0.0,0,1,0.0,2,2,1.0,1,3,0.333,0.0,0.0,20.0,Jr,6-2,1,0.477616,129.582,6.3,2026,135187,"Macomb, MI",,4.28550005,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,119.895,116.165,0.231539,2.36848,-0.813832,3.62911,-4.44294,0.556977,7.9429,1.22057,-0.663596,0.1429,0.7143,0.8571,0.8571,0.2857,0.0,2.7143,Combo G,9.5454,2026
Mason Miles,Eastern Kentucky,ASun,4,0.1,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,Fr,6-2,12,-0.0977278,-10.1547,0.0,2026,135188,"Louisville, KY",,1.33319998,0.0,0.0,0.0,0.0,,,0.0,0.0,,,129.39,129.739,0.00431246,0.0888603,-35.9508,-20.8283,-15.1225,-49.4417,1.1167,-29.2179,-20.2238,0.0,0.0,0.0,0.3333,0.0,0.0,0.8333,Pure PG,47.6866,2026
MJ Williams,Eastern Kentucky,ASun,30,58.6,107.4,25.4,47.5,51.07,3.8,14.2,33.7,19.6,52,69,0.754,47,103,0.456,50,154,0.325,0.2,3.3,26.8,Fr,5-10,3,1.45804,110.195,4.3,2026,135189,"Rocky Mount, NC",,2.11103212,32.0,63.0,15.0,40.0,0.5079,0.375,0.0,0.0,,,116.308,117.018,1.4015,129.535,-0.413606,1.71922,-2.13283,-1.11933,23.7563,0.142596,-1.26193,0.8125,2.7188,3.5312,4.1562,1.5,0.0312,10.0,Pure PG,12.532,2026
Lav Cvetkovic',IU Indy,Horz,10,2.5,81.1,11.7,25.0,26.94,10.7,16.8,0.0,0.0,1,3,0.333,0,1,0.0,1,5,0.2,0.0,1.8,50.0,Sr,6-7,10,-0.23065,69.9532,6.7,2026,135190,"Novi Sad, Serbia",,2.0012005,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,118.84,118.503,0.162922,5.05775,-12.107,-5.31421,-6.79279,-13.1585,3.875,-8.05688,-5.10165,0.25,0.5833,0.8333,0.1667,0.1667,0.0,1.4167,Wing F,8.8954,2026
Aiden Argabright,Richmond,A10,28,56.3,121.7,21.3,47.2,58.98,1.2,8.3,15.0,7.9,132,160,0.825,49,108,0.454,24,72,0.333,0.0,2.8,88.9,Fr,5-11,3,2.51776,123.376,3.9,2026,135191,"Burke, VA",,2.74989124,19.0,35.0,30.0,73.0,0.5429,0.411,0.0,0.0,,,108.898,108.611,2.07516,111.032,0.9212,2.24835,-1.32715,1.50738,23.1931,0.609369,0.898008,0.2414,1.7241,1.9655,1.8966,1.2069,0.0,10.7931,Scoring PG,6.37146,2026
Kiyan Anthony,Syracuse,ACC,29,44.4,97.2,23.8,44.6,48.6,2.4,6.1,9.0,12.7,59,94,0.628,59,122,0.484,18,71,0.254,1.2,1.0,48.7,Fr,6-5,7,0.923062,106.748,1.3,2026,135192,"Brooklyn, NY",93.6,0.92863802,46.0,79.0,13.0,43.0,0.5823,0.3023,4.0,4.0,1.0,,113.392,109.05,1.60593,67.6503,-3.13746,-0.552901,-2.58456,-1.30634,18.6759,-0.0231146,-1.28323,0.3793,1.0,1.3793,0.8966,0.3103,0.2069,7.9655,Wing G,7.63764,2026
Sadiq White Jr.,Syracuse,ACC,30,37.0,106.0,21.0,56.6,56.32,9.0,15.8,5.8,16.6,19,37,0.514,71,125,0.568,7,19,0.368,4.4,2.1,25.7,Fr,6-9,0,1.07895,113.282,6.5,2026,135194,"Charlotte, NC",94.0,0.48144444,60.0,86.0,11.0,39.0,0.6977,0.2821,34.0,36.0,0.9444,,104.418,100.194,1.74827,87.5928,1.94405,0.295036,1.64901,1.42016,15.0367,-0.543334,1.96349,1.1667,2.1,3.2667,0.4333,0.5333,0.6333,6.0667,PF/C,2.45265,2026
Luke Fennell,Syracuse,ACC,10,5.3,82.1,12.9,28.6,35.66,0.0,10.5,9.9,13.9,3,3,1.0,1,6,0.167,2,8,0.25,0.0,1.8,21.4,Fr,6-6,9,-0.383193,75.2168,1.2,2026,135195,"Melbourne, Australia",51.2,2.0,0.0,3.0,1.0,3.0,0.0,0.3333,0.0,0.0,,,110.167,113.301,0.471252,9.70701,-3.6184,-2.67482,-0.94358,-5.09027,6.48,-4.63408,-0.456185,0.0,0.6,0.6,0.4,0.2,0.0,1.1,Scoring PG,7.20938,2026
Tiefing Diawara,Syracuse,ACC,4,0.8,202.7,6.0,100.0,100.0,12.3,24.1,0.0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,22.5,0.0,0.0,Fr,7-0,12,0.641663,170.947,4.3,2026,135196,"Mopit, Mali",,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,,96.8805,103.946,0.247183,2.37214,9.9134,1.08833,8.82508,11.4994,2.35,4.41185,7.08758,0.25,0.5,0.75,0.0,0.0,0.5,0.5,C,0.0,2026
Elzie Harrington,San Diego St.,MWC,22,40.9,101.9,20.8,53.2,56.23,1.9,6.6,19.6,22.6,25,31,0.806,49,101,0.485,17,39,0.436,0.6,1.8,22.1,Fr,6-5,3,1.01903,106.462,2.7,2026,135197,"Long Beach, CA",87.0,1.33331365,21.0,35.0,28.0,66.0,0.6,0.4242,3.0,4.0,0.75,,106.541,101.952,2.31785,70.4172,-0.0325665,-0.647291,0.614725,1.03432,21.1435,-0.04154,1.07586,0.3478,1.2609,1.6087,2.2609,0.6957,0.087,7.9565,Scoring PG,4.81751,2026
J'Quan Ewing,Saint Peter's,MAAC,13,17.2,126.8,10.8,58.6,61.87,10.5,15.7,5.4,15.1,6,7,0.857,17,29,0.586,0,0,0.0,2.6,3.3,24.1,Sr,6-9,15,0.792444,108.261,6.6,2026,135198,"Clarksville, TN",,1.0,13.0,21.0,4.0,8.0,0.619,0.5,6.0,7.0,0.8571,,101.628,105.609,1.41869,35.6909,0.704084,-1.25014,1.95422,-2.13193,14.4077,-2.92184,0.789911,1.3846,1.8462,3.2308,0.3846,0.7692,0.3077,3.0769,C,0.0,2026
Cameron Boone,Missouri St.,CUSA,23,18.0,119.7,9.3,72.2,68.36,7.9,14.4,3.0,20.2,9,16,0.563,13,18,0.722,0,0,0.0,10.2,0.3,88.9,Jr,6-10,20,0.282902,102.279,8.2,2026,135199,"East Saint Louis, IL",,0.42852245,12.0,15.0,1.0,3.0,0.8,0.3333,7.0,7.0,1.0,,109.283,110.257,0.677613,32.8113,0.343011,-3.0185,3.36151,-3.07701,8.6042,-4.64557,1.56857,0.6667,0.9583,1.625,0.125,0.0417,0.7917,1.5417,C,0.0,2026
Melakih Cunningham,Missouri St.,CUSA,16,15.1,104.7,13.7,48.5,51.66,2.9,19.6,11.0,16.3,7,10,0.7,10,18,0.556,4,15,0.267,1.4,2.6,30.3,Fr,6-7,5,0.0948942,95.0769,3.7,2026,135200,"Gary, IN",,1.5,9.0,14.0,1.0,4.0,0.6429,0.25,2.0,3.0,0.6667,,107.175,107.545,0.899419,30.0371,-2.19065,-2.54551,0.354864,-2.155,10.0062,-2.60427,0.449265,0.25,1.5625,1.8125,0.5625,0.4375,0.125,2.4375,Wing G,5.57751,2026
Trey Williams Jr,Missouri St.,CUSA,26,72.2,108.3,16.4,48.2,51.22,2.1,4.6,20.6,16.1,35,48,0.729,24,65,0.369,45,125,0.36,0.9,2.0,25.3,Fr,6-3,1,1.04325,102.673,2.4,2026,135201,"St Louis, MO",,2.39479519,15.0,28.0,9.0,37.0,0.5357,0.2432,0.0,0.0,,,114.619,115.554,1.87367,100.28,-2.13501,0.159681,-2.29469,-1.12654,29.5483,-0.184131,-0.942413,0.5517,1.2759,1.8276,3.1379,0.9655,0.2414,8.7586,Scoring PG,9.72072,2026
Chuck Love III,Loyola Chicago,A10,13,26.7,114.9,14.4,52.7,55.94,5.1,7.5,8.4,11.7,15,19,0.789,11,17,0.647,19,58,0.328,0.8,0.6,25.3,Fr,6-7,10,1.0911,105.001,3.0,2026,135202,"Kansas City, MO",78.0,1.44446045,10.0,16.0,1.0,1.0,0.625,1.0,2.0,3.0,0.6667,,121.843,122.657,0.99338,39.122,-1.79783,0.793822,-2.59166,-2.32253,24.6769,-0.163417,-2.15911,1.0769,1.5385,2.6154,1.0,0.2308,0.1538,7.2308,Stretch 4,10.908,2026
Alexander Richardson,Loyola Chicago,A10,27,25.8,105.7,17.2,53.3,52.53,12.9,23.0,13.7,18.1,17,36,0.472,32,59,0.542,0,1,0.0,5.1,1.2,60.0,Sr,6-9,9,0.442164,103.375,5.3,2026,135203,"Duesseldorf, Germany",,1.24991566,32.0,52.0,0.0,7.0,0.6154,0.0,4.0,7.0,0.5714,,111.917,111.136,0.919739,59.9041,-0.0537408,-1.92596,1.87222,-0.961418,11.463,-1.69233,0.730912,1.2593,2.1852,3.4444,0.7407,0.2222,0.4815,3.0,C,0.194629,2026
Ryder Cheesman,Missouri St.,CUSA,1,0.1,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Fr,6-4,31,-0.441444,-5.60107,30.8,2026,135205,"Melbourne, Australia",,0.33329999,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,117.446,125.659,0.0387909,0.142504,-36.352,-25.6845,-10.6675,-48.1663,6.5667,-36.6681,-11.4982,0.3333,1.3333,1.6667,0.3333,0.3333,0.0,3.3333,PF/C,0.0,2026
Hassan Washington,Northern Illinois,MAC,27,40.6,81.5,18.9,58.9,56.5,8.4,15.2,8.1,36.8,19,43,0.442,42,72,0.583,5,12,0.417,1.3,0.8,51.2,Jr,6-8,7,-0.724114,79.4006,8.0,2026,135206,"Providence, RI",,0.30186486,39.0,64.0,3.0,8.0,0.6094,0.375,12.0,13.0,0.9231,,114.885,116.095,1.02289,68.4333,-7.68028,-7.03531,-0.644966,-9.74389,16.2464,-8.69594,-1.04795,1.2143,2.0357,3.25,0.5714,0.2143,0.1786,4.6786,Wing F,1.57439,2026
Taj Walters,Northern Illinois,MAC,26,66.3,105.2,15.4,52.1,55.53,7.4,16.5,4.3,18.2,39,52,0.75,47,99,0.475,27,69,0.391,1.4,1.6,31.0,Fr,6-5,6,0.458227,97.0551,3.1,2026,135207,"Mt. Vernon, NY",,0.43242014,42.0,81.0,5.0,18.0,0.5185,0.2778,3.0,3.0,1.0,,113.089,114.254,1.9111,121.857,-2.71794,-2.53315,-0.184797,-2.14199,26.8464,-1.50008,-0.641908,1.8214,3.6429,5.4643,0.5714,0.75,0.3214,8.4643,Wing F,5.54362,2026
Kennedy Brown,FIU,CUSA,16,8.7,76.8,11.6,26.7,29.59,8.4,10.9,7.0,20.8,2,4,0.5,4,15,0.267,0,0,0.0,1.3,0.6,26.7,Sr,6-8,25,-0.482086,67.855,8.7,2026,135208,"Chicago, IL",,0.49988128,2.0,7.0,2.0,8.0,0.2857,0.25,2.0,2.0,1.0,,114.923,113.985,0.400491,13.2682,-7.6104,-5.84696,-1.76344,-10.3687,7.4947,-8.43313,-1.93561,0.5789,1.1053,1.6842,0.2105,0.1053,0.3158,1.6842,C,0.0,2026
Jamal Ambrose,Texas A&M Corpus Chris,Slnd,10,4.2,65.2,11.7,42.9,40.13,2.5,2.7,4.1,33.1,0,1,0.0,3,7,0.429,0,0,0.0,0.0,3.9,14.3,Jr,6-10,24,-0.564008,56.4824,7.0,2026,135209,"Apple Valley, MN",,0.16663055,2.0,5.0,1.0,2.0,0.4,0.5,0.0,0.0,,,104.593,106.196,0.442399,7.77595,-4.59329,-6.23485,1.64156,-7.11133,6.1923,-9.21553,2.10419,0.2308,0.4615,0.6923,0.0769,0.3077,0.0769,1.2308,Wing F,0.0,2026
Norbu Jenpa,Stonehill,NEC,4,0.6,0.0,22.9,0.0,0.0,0.0,15.6,0.0,74.1,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,Fr,6-4,15,-0.574727,-1.0528,5.6,2026,135210,"Prior Lake, MN",,0.33340001,0.0,0.0,0.0,0.0,,,0.0,0.0,,,107.15,106.201,0.172813,1.03737,-30.4939,-26.7941,-3.69984,-34.9563,2.6333,-25.1274,-9.82887,0.1667,0.6667,0.8333,0.1667,0.3333,0.0,0.8333,Wing G,8.21878,2026
Trenton Ruth,Stonehill,NEC,29,26.1,80.0,22.3,36.4,38.9,1.8,7.6,18.8,18.6,13,21,0.619,21,62,0.339,12,45,0.267,0.3,1.5,19.6,So,6-3,2,-0.499721,78.9115,3.4,2026,135211,"Detroit, MI",,1.69578109,12.0,29.0,9.0,33.0,0.4138,0.2727,0.0,0.0,,,107.179,113.709,0.7694,46.4375,-10.0554,-7.15349,-2.90186,-8.53538,11.5839,-7.03313,-1.50225,0.1935,0.9677,1.1613,1.2581,0.3226,0.0323,3.5484,Combo G,8.50218,2026
Dwayne Williams Jr.,Georgia Southern,SB,27,30.3,95.0,15.9,40.5,42.31,2.0,10.6,5.5,6.7,8,9,0.889,16,42,0.381,22,79,0.278,0.3,2.4,7.4,Fr,6-6,1,-0.220291,87.5562,2.3,2026,135212,"Baltimore, MD",,1.49981874,14.0,33.0,2.0,9.0,0.4242,0.2222,3.0,3.0,1.0,,113.201,117.285,0.795199,60.3417,-5.67821,-2.62854,-3.04967,-4.92785,14.4172,-2.88589,-2.04197,0.3103,1.6207,1.931,0.4138,0.6207,0.0345,4.9655,Wing G,11.9874,2026
Sean Van Dorn Jr.,Georgia Southern,SB,2,0.6,164.1,37.9,70.0,75.63,14.3,0.0,56.9,0.0,2,2,1.0,2,3,0.667,1,2,0.5,0.0,0.0,40.0,Fr,6-6,10,1.51943,210.603,5.4,2026,135213,"Atlanta, GA",,0.5,2.0,3.0,0.0,0.0,0.6667,,0.0,0.0,,,122.846,118.019,0.208503,0.637979,23.6412,28.7208,-5.07953,29.7493,5.65,26.5437,3.20557,0.5,0.0,0.5,0.25,0.5,0.25,3.75,Pure PG,15.3256,2026
Jayden Williams,Georgia Southern,SB,14,10.1,79.3,11.3,26.2,29.13,4.3,11.2,8.1,8.1,4,10,0.4,4,13,0.308,1,8,0.125,1.8,0.9,47.6,Fr,6-6,0,-0.738182,67.4918,7.2,2026,135217,"Birmingham, AL",,3.5,4.0,10.0,0.0,3.0,0.4,0.0,0.0,0.0,,,115.168,119.504,0.439759,18.1329,-7.67004,-5.30233,-2.36771,-11.3041,9.55,-8.27116,-3.03298,0.375,0.9375,1.3125,0.4375,0.125,0.1875,1.3125,Wing G,3.64173,2026
Khayri Dunn,Georgia Southern,SB,29,43.3,94.3,23.0,48.5,52.06,1.8,8.9,7.3,20.8,34,40,0.85,38,80,0.475,39,119,0.328,0.2,1.3,20.1,So,6-1,3,0.196018,95.4126,4.0,2026,135218,"Conyers, GA",,0.54165589,28.0,59.0,10.0,21.0,0.4746,0.4762,0.0,0.0,,,116.336,120.893,0.830605,72.9848,-8.05596,-3.50555,-4.55041,-6.39317,18.2323,-2.7349,-3.65826,0.2903,1.5484,1.8387,0.8387,0.3871,0.0323,8.0,Wing G,12.6357,2026
AJ Riggs,Utah Valley,WAC,8,1.8,167.7,10.3,80.0,80.0,0.0,6.1,9.5,0.0,0,0,0.0,1,1,1.0,2,4,0.5,0.0,0.0,0.0,So,6-3,5,0.442796,145.428,0.0,2026,135220,"Gilbert, AZ",,2.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,,,110.07,115.062,0.159871,1.93956,-0.828644,3.41035,-4.23899,2.74481,3.4273,4.41006,-1.66525,0.0909,0.2727,0.3636,0.3636,0.1818,0.0,1.3636,Combo G,12.0909,2026
Isaiah Henderson,Siena,MAAC,26,28.9,101.5,15.6,46.9,52.26,1.8,5.4,5.9,16.6,25,33,0.758,9,16,0.563,19,64,0.297,0.3,1.0,41.3,Fr,6-6,1,0.0202602,92.6824,2.9,2026,135221,"Painted Post, NY",,0.79996531,7.0,13.0,2.0,3.0,0.5385,0.6667,0.0,0.0,,,109.238,116.107,0.867459,45.6835,-5.06131,-2.02734,-3.03398,-4.43289,13.8385,-2.79299,-1.6399,0.1923,0.6154,0.8077,0.4615,0.2308,0.0385,3.8462,Wing G,11.0577,2026
Tryce Grensing,Indiana,B10,10,1.3,70.2,4.0,0.0,0.0,8.4,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,Fr,6-0,18,-0.208323,53.5258,5.2,2026,135222,"Murfreesboro, TN",,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,115.978,117.941,0.0877655,1.50563,-2.69205,-1.67824,-1.01381,-8.80989,1.55,-6.67827,-2.13162,0.1,0.0,0.1,0.0,0.0,0.0,0.0,PF/C,3.81357,2026
Preston Copeland,Ball St.,MAC,27,45.6,110.3,12.8,60.5,56.54,11.2,17.9,2.9,14.9,14,38,0.368,49,81,0.605,0,0,0.0,4.2,1.7,46.9,Fr,6-9,34,0.319207,97.1269,5.0,2026,135223,"Clayton, NC",38.8,0.38891574,48.0,76.0,1.0,5.0,0.6316,0.2,16.0,18.0,0.8889,,107.649,108.937,1.66054,90.8145,-2.27176,-3.71832,1.44656,-4.27434,18.6931,-3.92995,-0.344384,1.8966,2.5862,4.4828,0.2414,0.5172,0.5862,4.4828,C,0.0,2026
Bhan Buom,Boise St.,MWC,20,7.1,116.6,17.0,71.9,69.12,1.6,15.3,12.4,21.6,7,12,0.583,7,8,0.875,3,8,0.375,0.0,1.5,75.0,Fr,6-8,3,0.334434,116.441,7.8,2026,135225,"Lincoln, NE",,1.0,6.0,6.0,1.0,2.0,1.0,0.5,2.0,2.0,1.0,,107.479,103.293,0.428231,13.6545,2.04416,1.50761,0.536548,-0.300499,4.0,-1.9407,1.6402,0.0476,0.4762,0.5238,0.2381,0.0952,0.0,1.6667,Wing F,5.89836,2026
Seth Amunrud,Montana St.,BSky,22,42.4,129.7,15.3,60.8,64.39,4.8,10.9,6.2,10.6,22,22,1.0,25,45,0.556,32,75,0.427,1.5,2.0,18.3,Jr,6-3,12,1.98103,118.634,2.6,2026,135226,"Bozeman, MT",,1.0,18.0,33.0,7.0,12.0,0.5455,0.5833,2.0,2.0,1.0,,109.874,110.38,1.79347,75.7267,2.74965,2.31044,0.439204,2.22215,21.8565,1.92364,0.298504,0.8261,1.913,2.7391,0.6957,0.7391,0.3043,7.5652,Wing G,9.34781,2026
Acaden Lewis,Villanova,BE,30,74.9,107.5,25.0,50.3,51.65,1.6,11.2,33.0,17.4,57,99,0.576,123,225,0.547,24,91,0.264,0.4,4.0,31.3,Fr,6-2,55,2.79673,119.152,2.6,2026,135227,"Washington, DC",93.2,2.31818172,96.0,154.0,27.0,71.0,0.6234,0.3803,3.0,5.0,0.6,,102.748,97.5436,3.81803,171.91,4.99895,2.25245,2.7465,5.21825,30.3433,1.80419,3.41406,0.4333,2.8,3.2333,5.1,2.0,0.1,12.5,Pure PG,5.99504,2026
Brody Whitaker,Valparaiso,MVC,28,59.0,117.4,16.3,51.3,55.66,1.5,10.7,12.6,9.8,47,57,0.825,48,112,0.429,34,81,0.42,0.2,1.5,29.5,Sr,6-3,3,1.81925,112.935,4.1,2026,135229,"Greencastle, IN",,2.19979698,17.0,34.0,31.0,78.0,0.5,0.3974,0.0,0.0,,,109.606,109.909,2.14235,106.946,0.354331,0.97388,-0.619549,-0.0076774,25.0414,-0.490034,0.482357,0.3448,2.2414,2.5862,1.5172,0.6207,0.0345,8.5517,Combo G,6.82675,2026
Tucker Tornatta,Valparaiso,MVC,24,17.8,91.5,23.1,45.2,50.4,8.2,19.1,9.4,24.3,26,43,0.605,16,38,0.421,5,14,0.357,3.2,0.6,82.7,So,6-8,35,0.102719,95.599,6.7,2026,135230,"Evansville, IN",,0.63636364,13.0,27.0,3.0,11.0,0.4815,0.2727,2.0,2.0,1.0,,106.542,107.005,0.838019,37.2359,-4.70092,-4.4838,-0.217124,-5.08901,9.516,-5.21779,0.12878,0.8,1.44,2.24,0.56,0.08,0.24,3.32,Stretch 4,3.91101,2026
Declan Peterson,Western Michigan,MAC,24,20.3,97.0,16.7,61.5,61.24,12.9,16.0,10.5,34.9,5,9,0.556,24,39,0.615,0,0,0.0,3.7,0.8,23.1,Sr,6-11,22,0.00365486,92.37,8.2,2026,135231,"Bentley, Canada",,0.58336043,19.0,29.0,5.0,10.0,0.6552,0.5,4.0,4.0,1.0,,114.298,116.116,0.594697,39.8418,-2.1759,-2.62842,0.452526,-6.08146,9.2769,-5.61789,-0.463562,1.0385,1.2308,2.2692,0.5385,0.1538,0.2692,2.2308,C,0.0,2026
KaiMani Murdock,Lafayette,Pat,24,19.6,102.7,14.2,50.8,50.41,2.8,15.0,7.9,10.3,0,1,0.0,4,8,0.5,19,56,0.339,1.8,1.0,1.6,So,6-6,2,-0.0522425,90.7729,3.3,2026,135232,"Mt. Pleasant, SC",,1.25000005,4.0,6.0,0.0,2.0,0.6667,0.0,0.0,0.0,,,113.484,117.261,0.597747,38.3711,-4.5248,-2.59473,-1.93008,-3.86135,10.508,-2.12083,-1.74052,0.28,1.32,1.6,0.4,0.24,0.2,2.96,Stretch 4,13.7048,2026
Shareef Jackson,Lafayette,Pat,29,51.9,100.4,26.5,57.2,56.91,8.6,18.0,17.6,20.9,43,82,0.524,127,219,0.58,0,3,0.0,3.8,1.9,36.9,Fr,6-8,44,0.942027,104.506,5.4,2026,135233,"Philadelphia, PA",,0.74604764,107.0,169.0,20.0,50.0,0.6331,0.4,0.0,0.0,,,108.972,112.561,1.66894,123.142,-1.73523,-2.82914,1.09392,-2.16087,22.0067,-2.1081,-0.0527725,1.7667,3.2,4.9667,1.5667,0.7333,0.7333,10.0333,C,0.277264,2026
Luke Bevilacqua,Lafayette,Pat,24,17.5,86.1,20.6,59.0,58.02,5.7,15.1,10.9,33.3,18,34,0.529,23,39,0.59,0,0,0.0,3.6,1.4,87.2,Fr,6-11,34,-0.248152,84.3372,6.4,2026,135234,"Newfield, NJ",53.6,0.48148144,21.0,25.0,2.0,14.0,0.84,0.1429,0.0,0.0,,,111.243,114.967,0.604354,37.8378,-7.6119,-7.78924,0.177338,-7.32484,9.216,-6.92348,-0.401366,0.44,1.16,1.6,0.52,0.2,0.28,2.8,C,0.0,2026
Ashton Wallace,Lafayette,Pat,11,2.9,74.2,18.3,30.0,33.41,0.0,17.0,21.1,18.2,1,1,1.0,3,8,0.375,0,2,0.0,0.0,1.7,10.0,Fr,6-3,20,-0.246785,70.467,4.5,2026,135235,"Lehi, UT",,1.0,2.0,7.0,1.0,1.0,0.2857,1.0,0.0,0.0,,,112.181,113.471,0.235411,5.98447,-11.5709,-9.02855,-2.54237,-10.9404,3.6583,-8.84162,-2.09881,0.0833,0.75,0.8333,0.3333,0.0833,0.0,0.5833,Combo G,3.30805,2026
Christian Humphrey-Rembert,Lafayette,Pat,31,75.6,106.8,12.7,53.6,54.73,3.9,22.7,3.0,11.5,27,43,0.628,20,45,0.444,57,152,0.375,2.3,0.9,21.8,Fr,6-9,22,0.0990627,93.2024,1.7,2026,135236,"Grand Rapids, MI",,0.69560378,16.0,27.0,4.0,18.0,0.5926,0.2222,8.0,8.0,1.0,,110.946,115.142,2.00631,165.639,-3.40892,-2.69568,-0.71324,-2.09494,30.0344,-0.659002,-1.43594,1.0625,5.5312,6.5938,0.5,0.4375,0.5938,7.7188,Stretch 4,9.64411,2026
Bobby Montgomery Jr.,UTEP,CUSA,13,5.0,71.8,15.5,45.5,43.57,4.4,11.6,4.0,29.6,0,1,0.0,5,8,0.625,0,3,0.0,0.0,0.0,9.1,Fr,6-5,3,-0.333616,68.4495,4.5,2026,135237,"Baltimore, MD",,0.2,4.0,5.0,1.0,3.0,0.8,0.3333,1.0,1.0,1.0,,116.676,118.709,0.217884,6.147,-12.0803,-8.35523,-3.72503,-12.6774,5.1562,-8.59476,-4.08265,0.125,0.5,0.625,0.0625,0.0625,0.0,0.8125,Wing F,3.4796,2026
LA Hayes,UTEP,CUSA,23,21.4,96.2,22.6,34.5,43.6,6.7,14.8,12.1,10.8,27,34,0.794,14,41,0.341,7,30,0.233,0.5,5.4,47.9,Jr,6-5,7,0.221944,98.8648,4.4,2026,135238,"Cleveland Heights, OH",,1.2727488,5.0,11.0,9.0,30.0,0.4545,0.3,0.0,0.0,,,103.275,103.575,1.03082,48.6102,-0.592705,-1.2865,0.6938,0.0376321,10.0962,-2.35129,2.38892,0.5385,1.0769,1.6154,0.5385,0.8846,0.0769,3.5769,Wing G,8.12991,2026
