player_name,team,conf,gp,min_per,ortg,usg,efg,ts_per,orb_per,drb_per,ast_per,to_per,ftm,fta,ft_per,two_pm,two_pa,two_p_per,tpm,tpa,tp_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec_rank,ast_tov,rim_made,rim_att,mid_made,mid_att,rim_pct,mid_pct,dunks_made,dunks_att,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,three_p_per_100,season
Monty Bowser,Cal Baptist,WAC,12,8.3,99.9,11.5,36.4,40.24,2.2,16.0,3.7,5.3,4,6,0.667,2,6,0.333,4,16,0.25,0.0,1.8,27.3,Sr,6-7,10,-0.119253,88.046,1.6,2026,72614,"Charlotte, NC",78.0,2.0012005,2.0,5.0,0.0,1.0,0.4,0.0,1.0,1.0,1.0,,100.089,101.413,0.929847,17.681,-1.38669,-2.37536,0.98867,-2.30518,8.1583,-3.7108,1.40562,0.1667,1.1667,1.3333,0.1667,0.25,0.0,1.6667,Wing G,9.79101,2026
Vukasin Masic,San Francisco,WCC,30,54.7,98.8,15.9,47.0,48.59,0.7,7.8,17.2,18.3,16,23,0.696,32,58,0.552,30,106,0.283,0.3,0.5,14.0,Sr,6-5,7,0.272753,95.8519,1.7,2026,72621,"Belgrade, Serbia",,2.09367427,21.0,33.0,11.0,25.0,0.6364,0.44,0.0,0.0,,,115.624,113.475,1.57757,82.5437,-3.30235,-1.17368,-2.12867,-2.95823,22.0774,-1.57301,-1.38522,0.129,1.5161,1.6452,2.1613,0.1935,0.0645,5.5806,Combo G,9.61258,2026
Yame Butler,Butler,BE,29,34.0,110.1,16.1,49.5,53.6,2.7,7.3,18.0,17.1,25,33,0.758,33,62,0.532,11,38,0.289,2.0,1.8,33.0,Sr,6-5,8,0.804059,108.714,4.6,2026,72635,"Greenbelt, MD",,2.09989849,24.0,44.0,9.0,18.0,0.5455,0.5,0.0,0.0,,,111.703,107.33,1.3158,64.7674,0.639576,0.496475,0.143102,0.157158,14.3241,-1.07835,1.2355,0.3448,0.931,1.2759,1.4483,0.4483,0.2759,4.2759,Scoring PG,5.23979,2026
Anthony Roy,Oklahoma St.,B12,27,63.4,117.3,23.0,55.7,60.72,2.3,12.2,8.4,12.9,99,117,0.846,54,111,0.486,81,204,0.397,0.9,1.0,37.1,Sr,6-5,9,3.54184,128.528,2.4,2026,72638,"Oakland, CA",,0.81395207,49.0,92.0,5.0,19.0,0.5326,0.2632,0.0,0.0,,,113.146,106.929,2.66886,124.152,2.86413,4.05202,-1.18789,4.88431,28.5333,5.47851,-0.594198,0.5926,3.2963,3.8889,1.2963,0.5556,0.2222,16.6667,Wing G,14.1242,2026
Graham Ike,Gonzaga,WCC,27,65.6,126.2,26.7,59.4,62.75,8.1,21.8,14.5,11.6,103,132,0.78,182,298,0.611,22,64,0.344,3.3,1.5,36.5,Sr,6-9,15,5.0669,140.774,3.6,2026,72639,"Aurora, CO",,1.48887016,104.0,145.0,78.0,153.0,0.7172,0.5098,19.0,20.0,0.95,,91.9386,87.7685,4.85537,176.813,8.74773,4.71126,4.03647,10.6374,30.237,7.01185,3.62552,2.1111,6.1481,8.2593,2.4815,0.8148,0.8148,19.7407,PF/C,4.40521,2026
Quincy Ballard,Mississippi St.,SEC,30,49.9,116.1,15.3,58.3,59.99,9.1,22.1,4.4,15.6,31,46,0.674,81,139,0.583,0,0,0.0,5.7,0.4,33.1,Sr,7-0,15,1.46184,113.35,3.3,2026,72656,"Syracuse, NY",35.2,0.57690089,58.0,88.0,23.0,51.0,0.6591,0.451,30.0,33.0,0.9091,,110.426,103.104,2.1593,117.71,2.04374,-0.728108,2.77185,1.62642,20.2233,0.360231,1.26619,1.7333,4.3,6.0333,0.5,0.1333,1.1333,6.4333,C,0.0,2026
Freddy Hicks,Tarleton St.,WAC,20,52.9,98.7,20.3,42.6,52.16,5.5,14.7,11.4,20.4,82,116,0.707,44,106,0.415,7,22,0.318,2.5,3.0,90.6,Sr,6-6,2,0.905979,101.794,5.3,2026,72675,"Searcy, AR",,1.06666667,24.0,59.0,20.0,47.0,0.4068,0.4255,0.0,0.0,,,105.203,105.93,2.69165,106.897,0.56885,-1.35419,1.92304,-0.952863,27.4125,-1.757,0.804138,1.4583,3.9583,5.4167,2.0,1.375,0.5417,9.5833,Wing G,2.22681,2026
John Shanu II,Eastern Michigan,MAC,27,20.8,76.2,8.3,55.6,52.77,7.6,10.3,1.4,43.7,0,2,0.0,10,18,0.556,0,0,0.0,4.0,0.7,11.1,Sr,6-11,33,-0.907045,63.0417,6.1,2026,72677,"Houston, TX",,0.19992533,9.0,13.0,1.0,5.0,0.6923,0.2,7.0,8.0,0.875,,110.355,109.369,0.772709,37.7163,-4.69304,-6.09342,1.40038,-6.9069,9.1857,-7.53886,0.63196,0.6429,0.8214,1.4643,0.1071,0.1429,0.3214,0.9643,C,0.0,2026
Devin Askew,Villanova,BE,30,55.9,114.4,21.5,52.9,56.09,3.2,9.3,16.3,14.4,40,46,0.87,41,105,0.39,58,137,0.423,0.7,3.0,19.0,Sr,6-5,5,2.31107,122.053,3.9,2026,72678,"Sacramento, CA",94.0,1.65706695,19.0,45.0,22.0,60.0,0.4222,0.3667,0.0,0.0,,,105.319,99.9844,2.65858,115.127,4.82166,3.10905,1.71262,5.12861,22.6333,2.69856,2.43004,0.6333,1.7333,2.3667,1.9333,1.1333,0.1333,9.8667,Scoring PG,12.0932,2026
Brycen Long,Portland St.,BSky,22,21.1,96.8,14.4,55.1,59.01,1.6,4.3,9.3,29.2,12,16,0.75,2,6,0.333,13,33,0.394,0.5,2.1,41.0,Sr,6-2,3,-0.181192,87.0451,3.8,2026,72679,"Gilbert, AZ",,0.94444442,0.0,1.0,2.0,5.0,0.0,0.4,0.0,0.0,,,107.372,107.146,0.942299,32.0287,-3.10881,-3.10534,-0.00346812,-3.34476,10.408,-3.89889,0.554138,0.16,0.48,0.64,0.68,0.36,0.08,2.8,Scoring PG,8.66224,2026
Markhi Strickland,North Dakota St.,Sum,28,62.9,109.1,22.3,57.9,56.84,6.3,11.0,11.0,15.4,38,80,0.475,143,246,0.581,0,1,0.0,1.2,2.1,32.4,Sr,6-6,30,1.4446,108.811,3.6,2026,72692,"Miami, FL",,0.93180219,86.0,130.0,57.0,116.0,0.6615,0.4914,29.0,31.0,0.9355,,106.299,109.012,2.20375,119.03,-1.28564,-1.04317,-0.242468,-0.68652,24.8677,-0.540315,-0.146204,1.3871,2.1935,3.5806,1.3226,0.871,0.2258,12.2581,PF/C,0.081824,2026
Yacine Toumi,Hawaii,BW,23,21.8,106.3,22.6,57.1,59.61,10.2,14.1,4.2,19.2,39,64,0.609,32,56,0.571,0,0,0.0,3.9,1.9,114.3,Sr,6-10,10,0.554596,108.507,7.5,2026,72710,"Meudon, France",,0.33333335,26.0,38.0,6.0,18.0,0.6842,0.3333,1.0,1.0,1.0,,94.9728,96.8833,1.27572,48.1274,-1.3355,-2.84296,1.50746,-0.142417,10.464,-2.60408,2.46166,1.08,1.4,2.48,0.28,0.36,0.36,4.84,C,0.0,2026
Melvyn Ebonkoli,NJIT,AE,18,38.8,96.2,18.4,53.4,53.89,7.4,15.6,5.3,20.6,21,39,0.538,62,116,0.534,0,0,0.0,4.4,0.9,33.6,Sr,6-8,11,-0.284186,89.0944,4.6,2026,72726,"Trappes, France",,0.35480508,45.0,77.0,17.0,39.0,0.5844,0.4359,1.0,2.0,0.5,,109.169,118.181,1.4424,80.8592,-4.39152,-4.86001,0.468494,-6.74665,25.4947,-4.99123,-1.75542,1.8421,3.6316,5.4737,0.5789,0.4211,1.0526,7.7368,C,0.0,2026
Skylar Wicks,Saint Francis,NEC,28,79.8,99.8,29.5,47.9,50.94,5.2,20.0,19.9,15.6,79,109,0.725,118,269,0.439,61,168,0.363,1.1,2.5,24.9,Sr,6-6,8,1.81886,108.117,3.1,2026,72727,"Jersey City, NJ",,1.05331138,69.0,142.0,49.0,127.0,0.4859,0.3858,9.0,13.0,0.6923,,115.539,119.683,1.67143,171.972,-2.44532,0.0316768,-2.477,-1.03389,33.2,1.64767,-2.68156,1.5714,5.1429,6.7143,2.8214,1.4286,0.3214,17.7857,Wing G,10.3228,2026
Kaden Metheny,Liberty,CUSA,26,86.4,116.5,19.6,62.0,62.75,0.6,9.7,16.6,12.8,22,30,0.733,48,76,0.632,80,195,0.41,0.0,1.5,11.1,Sr,5-11,3,2.81168,115.694,1.1,2026,72734,"Morgantown, WV",,2.4593621,45.0,72.0,3.0,4.0,0.625,0.75,0.0,0.0,,,113.513,115.075,2.30157,125.222,1.306,3.51473,-2.20874,1.46125,33.9621,3.25985,-1.7986,0.2414,2.7931,3.0345,3.1379,0.7586,0.0,13.3103,Combo G,13.223,2026
Zion Bethea,Delaware St.,MEAC,22,36.4,79.1,21.7,36.8,40.96,2.6,15.0,8.1,17.3,23,35,0.657,18,51,0.353,16,63,0.254,0.3,2.7,30.7,Jr,6-3,4,-0.800226,77.7178,2.4,2026,72737,"South Orange, NJ",,0.69230002,12.0,20.0,6.0,31.0,0.6,0.1935,0.0,0.0,,,108.147,114.97,1.06154,59.4576,-8.1881,-6.10615,-2.08196,-6.69655,16.7808,-5.00686,-1.68969,0.3077,2.1538,2.4615,0.6923,0.8462,0.1154,6.0,Wing G,10.7342,2026
David Green,Tulsa,Amer,27,67.0,121.9,26.1,59.9,61.42,5.0,13.8,12.8,11.1,79,119,0.664,104,176,0.591,54,133,0.406,2.6,1.5,38.5,Sr,6-7,23,3.6602,131.639,3.9,2026,72740,"Apopka, FL",,1.18423262,81.0,124.0,23.0,52.0,0.6532,0.4423,9.0,9.0,1.0,,107.31,107.454,2.49135,126.697,3.87392,4.20787,-0.333951,5.14827,26.2103,5.14817,9.75644e-05,1.1034,3.3793,4.4828,1.5517,0.6552,0.6552,16.4828,Wing F,10.6449,2026
Joey Madimba,Prairie View A&M,SWAC,19,37.1,111.8,21.2,51.8,56.11,6.7,16.1,5.6,10.5,42,57,0.737,54,91,0.593,11,45,0.244,3.7,1.8,41.9,Sr,6-5,0,1.17403,108.966,2.6,2026,72748,"Mansfield, TX",,0.63152076,46.0,72.0,8.0,19.0,0.6389,0.4211,1.0,1.0,1.0,,109.364,116.602,1.24072,73.814,-2.73622,-0.92684,-1.80938,-0.144219,20.3143,1.25306,-1.39728,1.1905,2.7619,3.9524,0.5714,0.7619,0.7143,10.0952,Wing F,6.25352,2026
Tramon Mark,Texas,SEC,29,69.3,120.6,21.9,53.1,56.26,4.5,9.7,12.4,10.5,66,88,0.75,110,190,0.579,34,113,0.301,1.7,2.0,29.0,Sr,6-5,12,3.46589,128.275,2.6,2026,72760,"Dickinson, TX",84.8,1.65706695,54.0,79.0,56.0,111.0,0.6835,0.5045,8.0,9.0,0.8889,,112.536,105.473,2.77007,127.576,5.30962,4.87293,0.436688,5.10521,27.6867,4.36232,0.742887,1.1,2.3333,3.4333,1.9333,0.9333,0.4333,13.5667,Wing G,8.12689,2026
Davion Bradford,Tulane,Amer,10,3.8,16.3,7.8,0.0,8.4,0.0,10.4,0.0,17.5,1,2,0.5,0,3,0.0,0,2,0.0,5.4,0.0,40.0,Sr,7-0,55,-1.17844,11.7308,9.4,2026,72773,"St. Louis, MO",68.8,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,,,113.813,114.839,0.284185,5.91611,-11.8687,-10.4962,-1.37246,-15.5961,4.2727,-13.8373,-1.75884,0.0,0.4545,0.4545,0.0,0.0,0.1818,0.2727,C,2.73726,2026
Jadon Jones,Oklahoma,SEC,26,41.3,122.2,13.9,54.8,58.13,3.0,15.1,5.6,10.1,32,44,0.727,9,18,0.5,36,97,0.371,4.2,3.6,38.3,Sr,6-5,12,1.55605,115.802,4.2,2026,72785,"Long Beach, CA",,1.41668478,8.0,10.0,1.0,8.0,0.8,0.125,3.0,3.0,1.0,,106.699,100.173,2.2528,105.647,7.42314,3.73186,3.69128,6.14651,19.1385,2.59329,3.55322,0.5,2.5769,3.0769,0.6538,1.1923,0.7308,6.0769,Wing G,11.3198,2026
Joshua O'Garro,Cal St. Northridge,BW,27,81.8,100.0,21.7,50.8,51.82,5.7,22.9,14.5,18.5,57,102,0.559,125,233,0.536,26,90,0.289,2.3,1.9,31.6,Sr,6-6,7,1.15038,102.032,2.3,2026,72786,"George Town, Cayman Islands",61.8,1.1216443,111.0,188.0,14.0,45.0,0.5904,0.3111,14.0,15.0,0.9333,,104.387,105.603,3.37229,205.221,1.54801,-0.620537,2.16854,0.919955,33.4483,0.125468,0.794486,1.8966,7.4483,9.3448,2.8621,1.1379,0.7586,14.1034,Wing F,5.15766,2026
Cam'Ron Fletcher,High Point,BSth,19,37.3,117.7,23.8,54.8,57.33,9.2,25.9,7.8,10.7,34,46,0.739,67,110,0.609,20,67,0.299,3.8,3.1,26.0,Sr,6-7,11,2.12736,120.109,3.2,2026,72799,"Saint Louis, MO",87.8,0.91296029,62.0,94.0,5.0,16.0,0.6596,0.3125,21.0,22.0,0.9545,,95.5724,100.623,2.56926,99.5071,2.15988,1.2528,0.907078,3.46317,22.0364,3.65266,-0.189485,1.8182,4.9545,6.7727,0.9545,1.3182,0.7273,13.4091,Stretch 4,8.92908,2026
Nate Heise,Iowa St.,B12,30,62.3,118.2,10.7,51.9,53.57,4.0,15.5,9.4,13.1,17,25,0.68,33,57,0.579,23,73,0.315,0.5,2.0,19.2,Sr,6-5,0,1.37956,108.225,2.3,2026,72805,"Lake City, MN",,2.55549997,32.0,51.0,1.0,6.0,0.6275,0.1667,3.0,4.0,0.75,,98.633,94.1782,3.46306,133.279,5.158,1.71181,3.44619,3.85845,24.9,0.58813,3.27032,0.8333,3.2,4.0333,1.5333,0.8333,0.1,5.0667,Wing G,5.69748,2026
Niko Rocak,UC Davis,BW,26,58.3,114.9,20.2,61.5,64.37,6.6,18.3,16.3,19.9,70,100,0.7,60,92,0.652,24,64,0.375,7.1,1.8,64.1,Sr,6-9,7,1.98356,115.846,5.2,2026,72819,"Geneva, Switzerland",,1.12766594,58.0,86.0,2.0,6.0,0.6744,0.3333,8.0,9.0,0.8889,,103.621,104.992,2.46116,133.397,5.85935,1.49226,4.36709,3.88473,23.7714,1.24947,2.63527,1.3571,3.6429,5.0,1.8929,0.75,1.5,9.5714,PF/C,5.7192,2026
John Hugley IV,Duquesne,A10,23,34.8,108.0,25.8,53.1,58.6,8.0,17.8,17.2,20.0,58,79,0.734,56,98,0.571,8,30,0.267,1.2,0.9,61.7,Sr,6-10,4,1.38964,115.621,4.8,2026,72821,"Cleveland, OH",82.6,0.94590387,41.0,67.0,15.0,31.0,0.6119,0.4839,5.0,7.0,0.7143,,109.6,108.282,1.54512,65.2167,-0.80477,-0.274706,-0.530064,-0.0818838,17.325,0.299517,-0.381401,1.1667,2.7083,3.875,1.4583,0.25,0.2083,8.5417,PF/C,4.29987,2026
Noah Collier,La Salle,A10,3,3.6,105.1,17.5,41.7,42.47,10.5,8.6,21.1,8.2,1,2,0.5,5,12,0.417,0,0,0.0,8.7,0.0,16.7,Sr,6-8,7,0.589837,104.371,8.6,2026,72823,"Mullica Hill, NJ",38.8,4.00030008,4.0,7.0,1.0,5.0,0.5714,0.2,0.0,0.0,,,113.865,115.421,0.917323,6.24029,1.82336,-1.00553,2.82888,-0.863922,14.0333,-3.2108,2.34688,1.3333,1.0,2.3333,1.3333,0.0,1.0,3.6667,C,0.0,2026
Jace Howard,Fordham,A10,1,0.7,63.6,19.2,50.0,50.0,0.0,15.2,0.0,41.9,0,0,0.0,1,1,1.0,0,1,0.0,0.0,0.0,0.0,Sr,6-7,25,-0.842311,60.7337,10.4,2026,72842,"Miami, FL",24.8,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,107.626,118.929,0.409575,1.10185,-17.1015,-12.942,-4.15955,-20.4559,9.65,-16.8603,-3.59557,0.5,2.5,3.0,0.0,0.0,0.0,4.5,PF/C,8.17175,2026
William Jeffress,Louisiana Tech,CUSA,8,10.4,74.2,14.9,23.2,27.55,10.1,14.7,1.7,11.2,4,6,0.667,5,16,0.313,1,12,0.083,1.2,0.0,21.4,Sr,6-7,2,-1.19403,67.1188,3.7,2026,72859,"Erie, PA",77.4,0.33333333,4.0,7.0,1.0,9.0,0.5714,0.1111,0.0,0.0,,,109.213,112.93,1.013,15.2206,-10.1466,-6.71777,-3.42879,-8.88511,13.8,-7.27395,-1.61115,1.3,2.1,3.4,0.1,0.2,0.2,2.3,PF/C,6.63636,2026
Myles Wilmoth,Canisius,MAAC,30,58.4,89.0,17.6,38.5,43.19,6.7,16.9,12.9,20.1,36,51,0.706,32,91,0.352,20,70,0.286,5.4,1.1,31.7,Sr,6-10,5,-0.697464,83.6587,3.9,2026,72868,"Chestnut Ridge, NY",27.0,1.09753512,27.0,66.0,5.0,25.0,0.4091,0.2,6.0,8.0,0.75,,108.669,113.823,1.65769,124.068,-3.08988,-4.63607,1.54619,-4.61892,23.0871,-4.5071,-0.111815,1.3871,3.1935,4.5806,1.4516,0.4194,0.9355,5.2258,PF/C,6.1919,2026
Kyndall Davis,Texas St.,SB,27,56.6,98.9,15.8,44.1,47.72,6.8,13.0,8.3,18.2,31,44,0.705,37,71,0.521,20,81,0.247,2.9,2.7,28.9,Sr,6-5,9,-0.0804515,91.3035,3.6,2026,72875,"Chicago, IL",,1.0312363,26.0,40.0,11.0,31.0,0.65,0.3548,8.0,9.0,0.8889,,105.522,109.053,2.12343,119.037,-0.0666432,-1.20921,1.14256,-1.39641,24.3179,-1.91683,0.520427,1.3929,2.5357,3.9286,1.1786,1.1786,0.5714,6.0357,Wing F,7.27116,2026
Brandon Noel,Ohio St.,B10,14,23.7,121.4,17.1,66.4,67.42,7.8,16.1,9.2,19.6,11,15,0.733,42,56,0.75,3,14,0.214,1.2,0.8,21.4,Sr,6-8,14,1.93509,119.899,2.8,2026,72891,"Lucasville, OH",,0.8749672,37.0,47.0,5.0,9.0,0.7872,0.5556,11.0,11.0,1.0,,108.72,106.661,1.93204,47.2327,4.34627,2.81855,1.52772,3.42843,20.5357,2.62196,0.806469,1.2143,2.8571,4.0714,1.0,0.2857,0.2143,7.4286,Wing F,2.92066,2026
Alex Huibregtse,Bradley,MVC,30,75.3,120.8,17.4,60.0,61.48,1.5,10.7,10.5,10.6,31,38,0.816,38,84,0.452,91,207,0.44,0.8,1.3,13.1,Sr,6-3,3,2.62996,117.418,2.1,2026,72893,"Grafton, WI",,1.73338843,25.0,33.0,13.0,51.0,0.7576,0.2549,0.0,1.0,0.0,,109.642,110.176,2.51739,137.732,1.64556,2.61634,-0.970781,2.81644,30.7774,3.38274,-0.566295,0.3871,2.7097,3.0968,1.6774,0.7097,0.2258,12.6452,Wing G,13.1127,2026
Xavier Lipscomb,Mount St. Mary's,MAAC,30,80.9,108.9,17.5,50.8,60.01,3.0,13.1,22.9,26.5,96,109,0.881,35,74,0.473,39,110,0.355,0.1,2.1,59.2,Sr,6-2,45,1.20367,102.974,2.4,2026,72907,"Washington, DC",,1.51946083,33.0,61.0,2.0,13.0,0.541,0.1538,0.0,0.0,,,105.695,110.663,2.65047,170.111,0.482654,-0.165715,0.64837,-0.176857,32.5067,-0.922737,0.745881,0.8,3.9333,4.7333,3.9,1.1333,0.0333,9.4333,Scoring PG,6.62679,2026
Dawson Baker,BYU,B12,6,9.9,121.4,15.0,59.7,63.78,1.9,7.3,4.1,15.7,8,9,0.889,5,12,0.417,9,19,0.474,0.0,1.4,29.0,Sr,6-3,25,1.73501,117.49,3.4,2026,72910,"Coto De Caza, CA",,0.600024,3.0,7.0,2.0,5.0,0.4286,0.4,0.0,0.0,,,112.342,105.573,1.97254,16.5519,0.69725,2.45939,-1.76214,0.825458,19.8167,0.323628,0.501831,0.3333,1.3333,1.6667,0.5,0.5,0.0,7.5,Combo G,8.93814,2026
Isaiah Wilson,Winthrop,BSth,28,49.2,85.9,14.9,32.5,38.98,1.1,7.1,22.4,26.5,30,46,0.652,22,58,0.379,7,42,0.167,0.7,2.2,46.0,Sr,6-1,1,-0.958684,78.2174,5.0,2026,72911,"Pittsburgh, PA",53.0,1.86669895,20.0,48.0,2.0,10.0,0.4167,0.2,0.0,0.0,,,110.312,112.825,1.46341,91.2365,-5.76841,-4.5272,-1.24121,-6.35019,19.629,-6.24964,-0.100549,0.1935,1.2581,1.4516,2.7097,1.0,0.0968,3.5161,Scoring PG,4.23693,2026
Sam Towns,Bowling Green,MAC,27,82.1,106.3,19.4,50.2,54.05,6.0,19.9,9.8,16.0,62,81,0.765,83,166,0.5,33,98,0.337,2.1,2.1,30.7,Sr,6-9,14,1.28078,103.493,3.3,2026,72912,"Columbus, OH",,1.07841173,70.0,123.0,13.0,43.0,0.5691,0.3023,13.0,17.0,0.7647,,102.454,103.548,3.5012,172.788,0.65958,-0.894702,1.55428,0.509669,31.5467,-0.337696,0.847365,1.6667,5.2667,6.9333,1.8333,1.1667,0.5667,11.9,Wing F,6.21613,2026
Jacob Crews,Missouri,SEC,30,53.4,135.1,15.8,63.9,66.72,7.8,13.4,2.2,10.2,46,57,0.807,30,55,0.545,55,121,0.455,0.8,0.6,32.4,Sr,6-8,35,2.8713,130.984,2.9,2026,72931,"Hilliard, FL",,0.44449998,26.0,37.0,4.0,18.0,0.7027,0.2222,6.0,6.0,1.0,,113.621,107.158,2.0094,92.9038,3.31264,4.82224,-1.5096,4.39072,21.4567,5.20868,-0.81796,1.3667,2.5,3.8667,0.2667,0.2333,0.1333,9.0333,Stretch 4,10.859,2026
Keith Lamar,Southern,SWAC,5,7.1,63.4,12.2,28.9,28.95,0.0,9.3,6.5,17.6,0,0,0.0,1,4,0.25,3,15,0.2,1.5,0.0,0.0,Sr,6-7,11,-1.85031,56.1829,3.6,2026,72946,"Stockbridge, GA",,1.0,0.0,2.0,1.0,2.0,0.0,0.5,0.0,0.0,,,118.438,115.431,0.96568,9.22566,-9.89165,-6.61992,-3.27173,-10.869,15.7857,-7.12666,-3.74233,0.0,1.7143,1.7143,0.7143,0.1429,0.1429,2.2857,Wing G,10.7222,2026
Te'Jon Sawyer,Montana,BSky,27,69.8,107.1,18.6,62.9,63.92,3.7,17.1,9.7,20.9,28,39,0.718,95,140,0.679,26,73,0.356,1.7,1.2,18.3,Sr,6-8,32,1.09571,103.575,3.9,2026,72959,"San Francisco, CA",,0.66668578,78.0,108.0,17.0,32.0,0.7222,0.5313,9.0,10.0,0.9,,108.987,107.479,2.59298,136.777,0.212174,-1.00148,1.21365,-0.553042,27.3903,-0.989956,0.436914,0.8387,4.6129,5.4516,1.1613,0.5484,0.4516,11.3871,Stretch 4,5.46507,2026
KJ McClurg,Longwood,BSth,3,3.4,68.7,11.2,11.1,20.1,3.0,12.7,8.6,0.0,2,2,1.0,1,4,0.25,0,5,0.0,0.0,1.5,22.2,Sr,6-3,5,-1.54973,57.6376,3.1,2026,72972,"Morgantown, WV",,2.0,1.0,4.0,0.0,0.0,0.25,,0.0,0.0,,,109.637,112.407,0.978154,6.00973,-8.13188,-5.80148,-2.3304,-11.3821,14.05,-8.59802,-2.78406,1.25,1.0,2.25,0.5,0.5,0.0,2.0,Wing G,7.36358,2026
Jeremiah Oden,San Diego St.,MWC,26,33.0,105.0,15.9,49.0,52.38,4.6,14.3,4.7,12.5,23,33,0.697,26,48,0.542,14,48,0.292,1.1,1.8,34.4,Sr,6-8,25,0.48893,102.194,2.8,2026,72993,"Chicago, IL",,0.78572813,23.0,30.0,3.0,18.0,0.7667,0.1667,9.0,11.0,0.8182,,102.814,98.893,1.74041,67.487,1.24981,-0.212695,1.4625,0.95943,14.5704,-0.669102,1.62853,0.6667,1.8148,2.4815,0.4074,0.4444,0.1111,4.8519,Wing F,7.34867,2026
Trey Hall,Maryland Eastern Shore,MEAC,12,13.0,59.2,17.3,40.9,40.91,1.7,14.3,5.5,40.7,0,0,0.0,6,10,0.6,5,23,0.217,0.0,1.2,0.0,Sr,6-9,23,-1.4625,57.4672,1.9,2026,73004,"Willimantic, CT",,0.38889322,3.0,4.0,3.0,6.0,0.75,0.5,0.0,1.0,0.0,,110.776,110.949,0.979863,22.2477,-12.6607,-10.1956,-2.46505,-9.10415,12.1214,-7.36267,-1.74148,0.1429,1.3571,1.5,0.5,0.2143,0.0714,1.9286,Stretch 4,9.55347,2026
Kasen Jennings,Appalachian St.,SB,29,84.1,106.9,25.1,46.1,50.86,3.1,11.5,14.8,11.6,96,123,0.78,96,215,0.447,53,166,0.319,0.4,2.0,32.3,Sr,6-3,13,2.06673,109.974,2.6,2026,73029,"Atlanta, GA",30.2,1.39582788,52.0,89.0,44.0,126.0,0.5843,0.3492,1.0,1.0,1.0,,105.064,107.218,3.15469,160.8,0.115736,0.181406,-0.0656705,0.804917,32.5194,0.300511,0.504406,0.871,3.3871,4.2581,2.1613,1.0645,0.1613,15.1935,Combo G,10.5316,2026
Jaron Pierre Jr.,SMU,ACC,30,80.7,115.1,23.4,54.7,57.07,2.6,13.9,10.5,12.3,72,96,0.75,130,247,0.526,68,177,0.384,1.5,1.5,22.6,Sr,6-6,5,3.72147,125.492,2.3,2026,73069,"New Orleans, LA",,1.15995681,86.0,137.0,44.0,110.0,0.6277,0.4,22.0,25.0,0.88,,110.424,104.281,3.35687,168.832,2.59491,3.12295,-0.528042,4.08353,32.54,4.24348,-0.159945,0.7333,4.2333,4.9667,1.9333,0.8667,0.4,17.8667,Wing G,10.2075,2026
Justin Wright,UNC Asheville,BSth,27,83.9,108.7,26.4,52.0,56.28,1.6,8.7,19.2,16.5,94,119,0.79,125,244,0.512,39,109,0.358,0.2,2.2,33.7,Sr,6-2,55,2.54674,114.126,2.6,2026,73074,"Greenville, NC",,1.27534786,51.0,87.0,74.0,157.0,0.5862,0.4713,0.0,0.0,,,111.324,113.174,2.45559,138.82,-2.24878,-0.0314025,-2.21738,-0.499648,32.4067,0.41647,-0.916119,0.4667,2.5,2.9667,2.9333,1.2333,0.0667,16.7333,Combo G,7.0886,2026
Kasean Pryor,Louisville,ACC,21,11.9,95.2,20.0,48.9,49.32,6.4,23.8,7.2,19.5,6,12,0.5,15,24,0.625,5,22,0.227,3.1,3.5,26.1,Sr,6-10,7,0.198285,100.644,6.7,2026,73085,"Chicago, IL",,0.59995797,12.0,18.0,3.0,6.0,0.6667,0.5,4.0,4.0,1.0,,92.8861,87.1702,1.11343,36.7711,2.36156,-1.74762,4.10918,0.885163,6.8143,-2.75595,3.64111,0.381,1.5238,1.9048,0.2857,0.4286,0.1905,2.4286,PF/C,8.59583,2026
J'Vonne Hadley,Louisville,ACC,29,65.4,134.2,16.4,63.9,65.28,5.7,15.4,11.1,9.1,54,77,0.701,94,150,0.627,31,70,0.443,1.1,1.9,35.0,Sr,6-7,1,4.02395,135.088,3.1,2026,73103,"Saint Paul, MN",,2.3335175,75.0,118.0,19.0,32.0,0.6356,0.5938,6.0,7.0,0.8571,,101.287,95.598,3.63228,148.649,7.83785,4.83271,3.00514,7.90043,27.0759,4.87374,3.02669,1.3448,3.931,5.2759,1.6897,0.8966,0.2759,11.5517,Wing G,4.9766,2026
Keegan Harvey,Bryant,AE,28,66.0,107.4,21.1,56.7,62.04,6.5,14.9,9.6,22.3,74,90,0.822,76,133,0.571,23,62,0.371,2.4,0.5,46.2,Sr,6-11,14,1.31387,106.597,3.4,2026,73110,"Newcastle, Australia",44.2,0.55175088,73.0,118.0,3.0,15.0,0.6186,0.2,7.0,9.0,0.7778,,114.647,121.141,1.20196,104.108,-5.11008,-2.04946,-3.06062,-4.07339,26.2567,-1.28356,-2.78983,1.5333,3.3667,4.9,1.0667,0.2333,0.6667,10.8333,Stretch 4,5.11582,2026
